clave_entidad,entidad_federativa,clave_municipio,municipio,grupo,poblacion,pobreza_porcentaje,carencia_rezago_educativo_porcentaje,carencia_servicios_de_salud_porcentaje,carencia_seguridad_social_porcentaje,carencia_calidad_espacios_vivienda_porcentaje,carencia_servicios_basicos_vivienda_porcentaje,carencia_alimentacion_nutritiva_calidad_porcentaje,ingreso_inferior_a_lpi_porcentaje,periodo,entidad,entidad_federativa_etq
21,Puebla,21166,Tepeojuma,Población por sexo: hombres,4121,69.279732,38.442211,46.649916,78.475712,20.854271,47.98995,15.494137,74.032663,2010-01-01,Puebla,Puebla
21,Puebla,21167,Tepetzintla,Población por sexo: hombres,5297,87.650937,43.817965,28.81944,82.972226,40.364224,90.788753,82.846021,87.832664,2010-01-01,Puebla,Puebla
21,Puebla,21168,Tepexco,Población por sexo: hombres,3098,82.492455,39.57476,26.989026,94.753086,42.043896,58.710562,32.81893,82.633745,2010-01-01,Puebla,Puebla
21,Puebla,21169,Tepexi de Rodríguez,Población por sexo: hombres,9617,71.125176,27.236466,28.452288,64.905224,22.012708,63.615948,30.688895,77.075318,2010-01-01,Puebla,Puebla
21,Puebla,21170,Tepeyahualco,Población por sexo: hombres,9349,81.099848,30.671526,31.504919,86.509535,18.864341,56.415766,44.278088,82.15833,2010-01-01,Puebla,Puebla
21,Puebla,21171,Tepeyahualco de Cuauhtémoc,Población por sexo: hombres,1607,78.248371,20.564808,46.560463,89.862419,16.075308,22.809558,5.141202,81.149167,2010-01-01,Puebla,Puebla
21,Puebla,21172,Tetela de Ocampo,Población por sexo: hombres,13244,77.216224,32.217379,37.789531,74.593977,27.28032,66.963423,38.14582,78.661106,2010-01-01,Puebla,Puebla
21,Puebla,21173,Teteles de Ávila Castillo,Población por sexo: hombres,2982,57.10534,17.117776,30.943672,68.178493,26.261887,-999.0,-999.0,62.79444,2010-01-01,Puebla,Puebla
21,Puebla,21174,Teziutlán,Población por sexo: hombres,44324,49.734716,18.649526,37.032965,60.546636,19.940782,-999.0,22.421937,59.042634,2010-01-01,Puebla,Puebla
21,Puebla,21175,Tianguismanalco,Población por sexo: hombres,4469,75.190902,31.881695,54.387564,92.474783,34.0661,27.394863,37.370453,77.089579,2010-01-01,Puebla,Puebla
21,Puebla,21176,Tilapa,Población por sexo: hombres,3971,60.054535,30.271216,35.316419,70.107903,19.276757,20.122485,13.035871,67.859726,2010-01-01,Puebla,Puebla
21,Puebla,21177,Tlacotepec de Benito Juárez,Población por sexo: hombres,24915,76.011083,32.129937,41.372884,89.323697,20.223189,58.191958,29.502397,77.169909,2010-01-01,Puebla,Puebla
21,Puebla,21178,Tlacuilotepec,Población por sexo: hombres,6428,86.594152,30.46627,64.775412,92.698362,46.365533,84.348792,45.300899,87.061765,2010-01-01,Puebla,Puebla
21,Puebla,21179,Tlachichuca,Población por sexo: hombres,14360,79.453003,31.390986,-999.0,93.231562,17.843749,33.765541,39.278861,80.603416,2010-01-01,Puebla,Puebla
21,Puebla,21180,Tlahuapan,Población por sexo: hombres,14693,77.263838,21.617218,40.023557,88.035335,24.726324,12.124262,25.537128,81.674611,2010-01-01,Puebla,Puebla
21,Puebla,21181,Tlaltenango,Población por sexo: hombres,3726,74.414111,22.947577,45.499505,78.997692,20.507748,32.014507,15.792944,81.583251,2010-01-01,Puebla,Puebla
21,Puebla,21182,Tlanepantla,Población por sexo: hombres,2333,85.21519,27.285513,43.74121,97.327707,29.606188,32.137834,22.925457,85.482419,2010-01-01,Puebla,Puebla
21,Puebla,21183,Tlaola,Población por sexo: hombres,9745,84.202071,40.517971,-999.0,94.042691,35.509833,67.677487,67.518226,84.35655,2010-01-01,Puebla,Puebla
21,Puebla,21184,Tlapacoya,Población por sexo: hombres,3712,87.103152,42.120344,44.890162,85.577841,42.69341,87.201528,44.030564,87.950334,2010-01-01,Puebla,Puebla
21,Puebla,21185,Tlapanalá,Población por sexo: hombres,4219,69.626919,43.530702,56.661184,91.666667,19.462719,32.593202,12.966009,70.031524,2010-01-01,Puebla,Puebla
21,Puebla,21186,Tlatlauquitepec,Población por sexo: hombres,27476,71.041775,23.589612,40.117688,86.110265,24.711722,49.426324,35.419474,73.152737,2010-01-01,Puebla,Puebla
21,Puebla,21187,Tlaxco,Población por sexo: hombres,2829,88.300419,45.253526,41.059855,68.166222,58.635151,82.729699,8.692337,88.608845,2010-01-01,Puebla,Puebla
21,Puebla,21188,Tochimilco,Población por sexo: hombres,6457,84.853856,30.813066,48.965261,90.50214,22.353291,69.872832,24.221473,85.979227,2010-01-01,Puebla,Puebla
21,Puebla,21189,Tochtepec,Población por sexo: hombres,9821,73.575488,28.957935,47.976273,88.674733,19.365029,48.774104,34.117562,75.631764,2010-01-01,Puebla,Puebla
21,Puebla,21190,Totoltepec de Guerrero,Población por sexo: hombres,530,82.991489,25.531915,88.085106,75.744681,31.702128,58.723404,27.021277,85.214894,2010-01-01,Puebla,Puebla
21,Puebla,21191,Tulcingo,Población por sexo: hombres,4382,72.719543,44.856426,51.017563,89.127405,20.183998,56.11932,47.950934,72.971285,2010-01-01,Puebla,Puebla
21,Puebla,21192,Tuzamapan de Galeana,Población por sexo: hombres,2534,71.451613,28.701406,26.964433,64.26799,38.957816,51.364764,21.174524,75.598015,2010-01-01,Puebla,Puebla
21,Puebla,21193,Tzicatlacoyan,Población por sexo: hombres,3164,79.500725,32.246377,49.311594,89.710145,29.23913,70.652174,15.615942,79.815942,2010-01-01,Puebla,Puebla
21,Puebla,21194,Venustiano Carranza,Población por sexo: hombres,13597,73.316134,24.199803,40.210409,88.409957,29.83468,55.699336,26.575222,74.219984,2010-01-01,Puebla,Puebla
21,Puebla,21195,Vicente Guerrero,Población por sexo: hombres,9333,89.493846,44.845442,50.584856,83.449941,21.912707,96.283071,59.118662,89.493846,2010-01-01,Puebla,Puebla
21,Puebla,21196,Xayacatlán de Bravo,Población por sexo: hombres,752,67.937833,30.728242,49.023091,70.337478,16.51865,79.396092,66.42984,68.9254,2010-01-01,Puebla,Puebla
21,Puebla,21197,Xicotepec,Población por sexo: hombres,37800,75.14219,27.514357,44.991605,88.621548,33.676367,38.888539,41.32343,77.810099,2010-01-01,Puebla,Puebla
21,Puebla,21198,Xicotlán,Población por sexo: hombres,577,87.295938,33.462282,57.446809,72.340426,23.404255,76.015474,36.943907,91.26499,2010-01-01,Puebla,Puebla
21,Puebla,21199,Xiutetelco,Población por sexo: hombres,19231,81.080656,40.824904,45.582589,92.263507,52.184373,68.642587,56.979691,82.325412,2010-01-01,Puebla,Puebla
21,Puebla,21200,Xochiapulco,Población por sexo: hombres,1897,81.203073,34.869739,54.241817,82.231129,51.703407,68.136273,72.745491,81.94322,2010-01-01,Puebla,Puebla
21,Puebla,21201,Xochiltepec,Población por sexo: hombres,1382,76.364479,40.23166,46.640927,88.803089,27.104247,30.965251,19.305019,76.681853,2010-01-01,Puebla,Puebla
21,Puebla,21202,Xochitlán de Vicente Suárez,Población por sexo: hombres,6407,79.984023,36.02884,20.857468,93.955132,34.328919,72.624495,29.466225,80.326451,2010-01-01,Puebla,Puebla
21,Puebla,21203,Xochitlán Todos Santos,Población por sexo: hombres,3284,84.926862,34.042553,41.62234,92.68617,36.768617,48.93617,12.699468,86.644947,2010-01-01,Puebla,Puebla
21,Puebla,21204,Yaonáhuac,Población por sexo: hombres,3443,69.334065,20.902538,79.692886,80.13162,46.944531,53.682231,34.534629,72.370103,2010-01-01,Puebla,Puebla
21,Puebla,21205,Yehualtepec,Población por sexo: hombres,10909,80.669959,32.448283,62.864975,96.077364,14.913571,54.80336,14.944329,81.107396,2010-01-01,Puebla,Puebla
21,Puebla,21206,Zacapala,Población por sexo: hombres,1943,76.02916,43.910806,47.226987,77.587193,30.017153,66.094911,30.474557,78.736421,2010-01-01,Puebla,Puebla
21,Puebla,21207,Zacapoaxtla,Población por sexo: hombres,20070,75.870534,26.302153,53.349992,79.881689,34.75389,65.066784,23.451186,78.229473,2010-01-01,Puebla,Puebla
21,Puebla,21208,Zacatlán,Población por sexo: hombres,43047,70.228789,26.754979,41.390428,82.762773,25.579621,42.977055,36.43531,72.974789,2010-01-01,Puebla,Puebla
21,Puebla,21209,Zapotitlán,Población por sexo: hombres,3284,73.58,27.22807,53.192982,83.894737,28.666667,41.54386,-999.0,75.380702,2010-01-01,Puebla,Puebla
21,Puebla,21210,Zapotitlán de Méndez,Población por sexo: hombres,2473,79.221422,31.604227,17.435159,89.769452,41.882805,42.459174,29.058598,80.04659,2010-01-01,Puebla,Puebla
21,Puebla,21211,Zaragoza,Población por sexo: hombres,7452,58.233938,16.52804,37.368738,66.663411,14.56325,-999.0,24.175879,67.046588,2010-01-01,Puebla,Puebla
21,Puebla,21212,Zautla,Población por sexo: hombres,7664,75.202556,-999.0,59.538652,78.617214,43.610319,-999.0,-999.0,76.966171,2010-01-01,Puebla,Puebla
21,Puebla,21213,Zihuateutla,Población por sexo: hombres,7697,77.209129,30.866775,-999.0,93.801518,37.331359,87.648395,45.768478,77.423277,2010-01-01,Puebla,Puebla
21,Puebla,21214,Zinacatepec,Población por sexo: hombres,9874,76.728637,41.432612,30.769957,91.922311,23.048227,38.447198,22.371802,79.012614,2010-01-01,Puebla,Puebla
21,Puebla,21215,Zongozotla,Población por sexo: hombres,2259,91.826542,30.066079,22.136564,90.473568,33.480176,44.988987,-999.0,93.317181,2010-01-01,Puebla,Puebla
21,Puebla,21216,Zoquiapan,Población por sexo: hombres,1257,82.889892,35.649819,28.519856,88.628159,42.960289,71.028881,50.451264,83.272563,2010-01-01,Puebla,Puebla
21,Puebla,21217,Zoquitlán,Población por sexo: hombres,9949,93.018825,48.42746,58.561605,97.463646,57.02852,89.031676,55.303799,93.143389,2010-01-01,Puebla,Puebla
22,Querétaro,22001,Amealco de Bonfil,Población por sexo: hombres,35434,68.796468,27.249328,17.279486,89.817872,15.601028,47.348374,35.332204,69.710507,2010-01-01,Querétaro,Querétaro
22,Querétaro,22002,Pinal de Amoles,Población por sexo: hombres,18859,82.845144,31.090269,5.156601,93.251296,21.051513,65.09291,5.548636,83.038356,2010-01-01,Querétaro,Querétaro
22,Querétaro,22003,Arroyo Seco,Población por sexo: hombres,7898,74.587715,36.704775,13.481893,90.09873,10.401765,53.860317,23.812429,74.772224,2010-01-01,Querétaro,Querétaro
22,Querétaro,22004,Cadereyta de Montes,Población por sexo: hombres,37467,70.191739,26.587401,16.358584,90.713019,14.132413,47.810906,27.122744,71.438274,2010-01-01,Querétaro,Querétaro
22,Querétaro,22005,Colón,Población por sexo: hombres,26166,45.614977,27.060669,26.50317,62.48625,20.313836,16.468409,47.515841,48.866525,2010-01-01,Querétaro,Querétaro
22,Querétaro,22006,Corregidora,Población por sexo: hombres,69646,-999.0,-999.0,19.657065,54.321223,-999.0,-999.0,-999.0,-999.0,2010-01-01,Querétaro,Querétaro
22,Querétaro,22007,Ezequiel Montes,Población por sexo: hombres,21291,59.488086,27.717532,27.630163,86.816954,11.230322,17.89153,21.891819,61.878328,2010-01-01,Querétaro,Querétaro
22,Querétaro,22008,Huimilpan,Población por sexo: hombres,21671,66.091288,31.814903,19.553106,90.441614,9.467413,20.027151,14.211815,67.327612,2010-01-01,Querétaro,Querétaro
22,Querétaro,22009,Jalpan de Serra,Población por sexo: hombres,12875,66.106628,27.922946,11.862678,85.810648,17.116555,42.219494,38.511656,66.635973,2010-01-01,Querétaro,Querétaro
22,Querétaro,22010,Landa de Matamoros,Población por sexo: hombres,11820,82.454342,36.600638,9.895212,94.515209,10.484283,-999.0,34.873439,83.069759,2010-01-01,Querétaro,Querétaro
22,Querétaro,22011,El Marqués,Población por sexo: hombres,59227,49.324769,25.162314,13.914608,58.180717,19.180899,-999.0,33.593454,55.918264,2010-01-01,Querétaro,Querétaro
22,Querétaro,22012,Pedro Escobedo,Población por sexo: hombres,30461,44.921648,21.213764,29.482351,60.720212,13.19725,-999.0,25.301932,52.854384,2010-01-01,Querétaro,Querétaro
22,Querétaro,22013,Peñamiller,Población por sexo: hombres,10565,61.011606,28.17687,-999.0,91.911568,10.003982,-999.0,24.331473,61.435403,2010-01-01,Querétaro,Querétaro
22,Querétaro,22014,Querétaro,Población por sexo: hombres,368865,28.163003,14.382956,25.909448,47.111876,7.647596,5.341172,15.91973,34.377228,2010-01-01,Querétaro,Querétaro
22,Querétaro,22015,San Joaquín,Población por sexo: hombres,4112,74.671218,38.645862,18.500975,92.727779,24.045695,62.357203,28.308721,75.159376,2010-01-01,Querétaro,Querétaro
22,Querétaro,22016,San Juan del Río,Población por sexo: hombres,115574,40.554008,17.136855,25.057919,57.590737,8.045125,16.866591,25.710034,48.973452,2010-01-01,Querétaro,Querétaro
22,Querétaro,22017,Tequisquiapan,Población por sexo: hombres,29959,49.356366,18.788159,47.18563,76.363618,13.246765,7.663365,31.215639,52.607963,2010-01-01,Querétaro,Querétaro
22,Querétaro,22018,Tolimán,Población por sexo: hombres,14158,66.588488,20.314718,17.836748,84.987718,19.37555,42.359268,43.221717,68.264203,2010-01-01,Querétaro,Querétaro
23,Quintana Roo,23001,Cozumel,Población por sexo: hombres,41585,29.831231,14.686373,24.314104,45.181802,24.982608,6.22231,15.860621,36.555179,2010-01-01,Quintana Roo,Quintana Roo
23,Quintana Roo,23002,Felipe Carrillo Puerto,Población por sexo: hombres,35843,65.046492,20.234466,15.908328,85.990188,30.613844,45.758346,41.428098,66.777129,2010-01-01,Quintana Roo,Quintana Roo
23,Quintana Roo,23003,Isla Mujeres,Población por sexo: hombres,9586,45.460388,24.082343,15.832017,74.633235,30.879668,18.632551,-999.0,48.385813,2010-01-01,Quintana Roo,Quintana Roo
23,Quintana Roo,23004,Othón P. Blanco,Población por sexo: hombres,129770,43.157833,22.291489,19.474218,58.415335,22.195462,10.530668,24.784438,48.464144,2010-01-01,Quintana Roo,Quintana Roo
23,Quintana Roo,23005,Benito Juárez,Población por sexo: hombres,339007,25.912232,14.216052,29.088293,46.37766,16.630383,14.599027,16.891859,31.170543,2010-01-01,Quintana Roo,Quintana Roo
23,Quintana Roo,23006,José María Morelos,Población por sexo: hombres,14775,71.561351,29.523079,13.603095,88.310978,33.509131,64.336307,34.844497,72.865127,2010-01-01,Quintana Roo,Quintana Roo
23,Quintana Roo,23007,Lázaro Cárdenas,Población por sexo: hombres,15837,62.626388,23.442031,17.548648,92.832235,34.595946,40.787728,37.419396,63.095408,2010-01-01,Quintana Roo,Quintana Roo
23,Quintana Roo,23008,Solidaridad,Población por sexo: hombres,80768,23.972919,16.032181,27.994483,50.142832,24.172392,-999.0,24.522059,28.122741,2010-01-01,Quintana Roo,Quintana Roo
23,Quintana Roo,23009,Tulum,Población por sexo: hombres,14062,43.74018,21.181572,34.690088,76.879848,49.749438,-999.0,-999.0,45.674417,2010-01-01,Quintana Roo,Quintana Roo
24,San Luis Potosí,24001,Ahualulco,Población por sexo: hombres,8579,73.60907,31.957792,30.242341,80.775326,19.047017,53.450679,48.294537,75.257492,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24002,Alaquines,Población por sexo: hombres,4166,76.8405,39.014855,17.513683,76.231431,27.208757,79.593432,-999.0,79.413604,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24003,Aquismón,Población por sexo: hombres,21683,91.226471,37.908956,23.214942,86.186212,54.609761,86.800719,76.903908,92.0765,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24004,Armadillo de los Infante,Población por sexo: hombres,2476,74.279295,40.881057,71.894273,79.471366,13.920705,63.788546,27.753304,76.059912,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24005,Cárdenas,Población por sexo: hombres,7801,60.924838,25.10401,21.690338,67.218167,15.324911,29.618377,21.194985,67.702742,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24006,Catorce,Población por sexo: hombres,4888,59.716889,29.055441,17.479466,52.797741,13.013347,-999.0,45.918891,64.720483,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24007,Cedral,Población por sexo: hombres,8414,58.644351,26.438778,10.334403,51.662738,14.156674,25.928837,24.936724,65.176304,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24008,Cerritos,Población por sexo: hombres,10455,62.796744,29.510368,34.223975,70.956865,9.934174,38.336514,-999.0,67.873953,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24009,Cerro de San Pedro,Población por sexo: hombres,1999,36.898627,23.75924,36.642027,42.608237,8.183738,12.19641,14.836325,49.719641,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24010,Ciudad del Maíz,Población por sexo: hombres,15336,73.631053,33.262155,13.274088,87.129253,15.477099,61.825735,16.733528,74.717771,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24011,Ciudad Fernández,Población por sexo: hombres,21286,67.930025,28.856055,19.606273,80.815662,22.318946,28.536837,32.385747,71.582754,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24012,Tancanhuitz,Población por sexo: hombres,10249,76.771613,23.492478,37.468706,77.906627,51.053259,82.319406,50.148148,77.76841,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24013,Ciudad Valles,Población por sexo: hombres,80189,44.497153,19.115604,27.254374,47.228279,18.883065,22.355423,20.564911,53.578934,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24014,Coxcatlán,Población por sexo: hombres,7182,81.120451,25.68891,-999.0,80.638457,64.087249,88.194212,24.819819,82.821209,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24015,Charcas,Población por sexo: hombres,9589,57.756181,27.223534,27.601082,48.265218,11.160995,40.861375,17.794072,70.289898,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24016,Ebano,Población por sexo: hombres,22536,64.256996,27.774691,21.514761,76.025462,23.410693,54.833919,29.157732,68.816211,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24017,Guadalcázar,Población por sexo: hombres,13016,78.139116,40.093929,-999.0,61.468409,17.135318,88.555106,55.642306,78.593938,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24018,Huehuetlán,Población por sexo: hombres,7894,81.754827,28.535292,17.322396,85.10084,38.92732,70.539363,79.094419,82.923651,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24019,Lagunillas,Población por sexo: hombres,2540,70.645736,46.485473,-999.0,50.140581,20.899719,59.23149,37.769447,76.313964,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24020,Matehuala,Población por sexo: hombres,42826,47.382125,19.655307,20.154845,50.093855,5.971691,20.741452,17.071656,59.711116,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24021,Mexquitic de Carmona,Población por sexo: hombres,24470,68.773036,27.855756,26.006992,75.972858,16.48282,43.849882,30.609709,71.57996,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24022,Moctezuma,Población por sexo: hombres,10129,75.455739,38.120691,16.132824,84.310453,19.070055,70.442519,33.300076,76.369681,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24023,Rayón,Población por sexo: hombres,7338,70.974977,38.095076,16.339647,63.728225,22.348558,-999.0,47.207861,73.280588,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24024,Rioverde,Población por sexo: hombres,44853,66.481457,25.665017,16.055252,72.191317,15.975065,20.271429,41.115803,70.71878,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24025,Salinas,Población por sexo: hombres,13535,70.288644,29.470653,20.164845,83.686739,10.660014,46.146431,22.046914,73.912953,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24026,San Antonio,Población por sexo: hombres,3930,91.027188,25.800057,52.591334,92.891532,55.678278,96.205041,67.148117,91.112716,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24027,San Ciro de Acosta,Población por sexo: hombres,4799,72.339547,36.660857,22.050364,84.469706,17.56202,33.654377,24.050436,75.46717,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24028,San Luis Potosí,Población por sexo: hombres,378238,28.235533,12.536172,17.5932,38.872343,4.107964,-999.0,14.375051,39.409711,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24029,San Martín Chalchicuautla,Población por sexo: hombres,10994,83.902585,30.23702,-999.0,88.706561,50.889022,83.952333,70.053968,84.404867,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24030,San Nicolás Tolentino,Población por sexo: hombres,2250,75.296157,50.515464,30.646673,73.570759,15.089035,33.458294,36.363636,76.561387,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24031,Santa Catarina,Población por sexo: hombres,6226,84.95545,47.796021,11.315068,92.606494,65.808807,86.692287,60.12212,85.30703,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24032,Santa María del Río,Población por sexo: hombres,18204,69.107986,28.740237,19.786335,82.227813,15.812963,40.418989,33.811821,72.142229,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24033,Santo Domingo,Población por sexo: hombres,5668,64.469373,39.285359,22.847435,74.719942,13.699485,-999.0,29.754417,66.674955,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24034,San Vicente Tancuayalab,Población por sexo: hombres,6723,71.877412,26.562786,36.403037,71.506251,31.733299,54.098276,34.199175,73.687569,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24035,Soledad de Graciano Sánchez,Población por sexo: hombres,131372,32.735623,11.650681,17.296556,40.124886,-999.0,-999.0,18.142273,46.185251,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24036,Tamasopo,Población por sexo: hombres,14634,66.238549,38.124899,26.681632,74.363777,37.834458,56.792209,38.078599,70.492573,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24037,Tamazunchale,Población por sexo: hombres,54946,76.180637,22.41797,-999.0,71.829481,-999.0,71.625133,69.801827,77.572658,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24038,Tampacán,Población por sexo: hombres,8121,81.158064,22.162964,-999.0,76.775041,43.033644,87.635533,53.310406,81.873298,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24039,Tampamolón Corona,Población por sexo: hombres,7217,85.629676,23.284746,-999.0,85.967624,62.062384,81.015546,63.401453,86.402331,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24040,Tamuín,Población por sexo: hombres,19874,53.889246,26.521827,15.717196,64.398096,17.486673,41.688519,24.87021,59.07687,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24041,Tanlajás,Población por sexo: hombres,10546,86.314453,28.230968,20.701215,89.980325,76.616974,93.537851,62.373925,86.668225,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24042,Tanquián de Escobedo,Población por sexo: hombres,7422,80.146856,29.284515,20.422761,88.063989,40.563072,49.851428,52.431224,81.700757,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24043,Tierra Nueva,Población por sexo: hombres,3922,77.001918,39.769821,35.773657,89.034527,21.643223,32.480818,48.849105,78.304348,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24044,Vanegas,Población por sexo: hombres,3817,69.070191,32.855436,-999.0,-999.0,15.890084,70.400239,36.230585,72.63859,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24045,Venado,Población por sexo: hombres,7580,64.725192,33.261771,30.502024,73.714511,10.737602,54.532915,25.173885,66.598429,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24046,Villa de Arriaga,Población por sexo: hombres,8138,72.329931,37.014827,37.164415,85.004095,15.51215,65.467932,32.992785,73.005752,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24047,Villa de Guadalupe,Población por sexo: hombres,5119,78.66003,45.981236,8.79895,43.210309,-999.0,90.079613,28.866676,80.567642,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24048,Villa de la Paz,Población por sexo: hombres,2665,46.669625,25.04931,12.376726,43.737673,6.114398,26.380671,15.138067,62.591223,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24049,Villa de Ramos,Población por sexo: hombres,15733,81.670347,46.489127,23.499809,80.687588,15.937257,53.550673,35.527412,83.083446,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24050,Villa de Reyes,Población por sexo: hombres,24015,60.833123,30.020733,22.142117,63.858499,19.868741,39.192351,37.530439,65.509435,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24051,Villa Hidalgo,Población por sexo: hombres,6429,64.000713,30.587942,23.029903,62.79199,6.811173,47.933831,30.693109,68.133878,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24052,Villa Juárez,Población por sexo: hombres,5312,74.526245,42.177444,17.0131,84.029667,23.266717,65.270324,33.905871,75.39488,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24053,Axtla de Terrazas,Población por sexo: hombres,16002,79.815106,20.080693,36.406485,82.731044,35.94426,73.996988,63.065593,81.133754,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24054,Xilitla,Población por sexo: hombres,28153,86.267339,31.334428,10.11256,91.198636,35.777182,73.591098,70.455369,86.700885,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24055,Zaragoza,Población por sexo: hombres,13326,59.940263,32.465068,21.841868,58.271395,23.122412,59.259756,35.984782,64.868783,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24056,Villa de Arista,Población por sexo: hombres,9029,74.531445,32.856871,17.808831,95.896723,18.115693,51.703903,41.383592,75.184642,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24057,Matlapa,Población por sexo: hombres,17467,78.819957,30.033898,11.270158,84.863198,34.790286,72.091976,54.766713,79.631828,2010-01-01,San Luis Potosí,San Luis Potosí
24,San Luis Potosí,24058,El Naranjo,Población por sexo: hombres,10495,57.189608,29.047597,20.901734,56.660149,24.727067,32.353275,18.367641,65.329259,2010-01-01,San Luis Potosí,San Luis Potosí
25,Sinaloa,25001,Ahome,Población por sexo: hombres,214140,33.851966,16.845266,22.751806,49.822753,6.043459,13.774574,23.476282,41.688572,2010-01-01,Sinaloa,Sinaloa
25,Sinaloa,25002,Angostura,Población por sexo: hombres,26598,48.612319,24.651514,9.148495,68.975265,7.436369,24.562517,19.792674,54.563525,2010-01-01,Sinaloa,Sinaloa
25,Sinaloa,25003,Badiraguato,Población por sexo: hombres,15771,66.626824,37.498417,13.038335,90.866454,22.943198,68.923695,70.849688,67.497918,2010-01-01,Sinaloa,Sinaloa
25,Sinaloa,25004,Concordia,Población por sexo: hombres,14165,51.562318,26.32345,18.514669,75.357872,24.620898,35.617243,44.945372,54.690189,2010-01-01,Sinaloa,Sinaloa
25,Sinaloa,25005,Cosalá,Población por sexo: hombres,8178,65.516377,36.932548,14.031269,87.9795,19.360006,45.534147,44.780886,67.294281,2010-01-01,Sinaloa,Sinaloa
25,Sinaloa,25006,Culiacán,Población por sexo: hombres,426285,31.557057,17.400091,27.012012,47.933788,5.430662,-999.0,16.64297,40.307561,2010-01-01,Sinaloa,Sinaloa
25,Sinaloa,25007,Choix,Población por sexo: hombres,14205,67.458357,38.572133,20.530084,86.946918,40.815853,72.323295,70.146505,68.623257,2010-01-01,Sinaloa,Sinaloa
